INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
7317,0,0,1,45,2,14,30403,No,144522,Yes,z_F,<High School,Clerical,41,Private,9040,11,z_SUV,no,4994,1,No,0,4,Highly Urban/ Urban
7318,0,0,1,38,3,13,90487,Yes,245441,z_No,z_F,Bachelors,z_Blue Collar,58,Commercial,14350,16,z_SUV,no,0,0,No,0,12,z_Highly Rural/ Rural
7320,1,1696,1,38,1,11,105307,Yes,281950,z_No,M,Bachelors,Professional,39,Commercial,30260,1,Panel Truck,yes,5255,2,No,3,8,Highly Urban/ Urban
7321,1,5102,0,46,0,10,68485,No,228016,z_No,M,Bachelors,Professional,13,Commercial,18820,16,Van,no,7848,1,No,0,13,Highly Urban/ Urban
7322,0,0,0,47,0,11,30960,No,190150,Yes,z_F,Bachelors,Manager,31,Private,8720,1,z_SUV,no,34027,3,No,8,4,Highly Urban/ Urban
7323,1,58851.06777,1,56,2,13,67783,No,245496,Yes,M,Bachelors,Professional,29,Commercial,23520,5,Panel Truck,no,0,0,No,4,11,Highly Urban/ Urban
7324,0,0,0,29,0,0,0,No,0,Yes,z_F,<High School,Student,15,Private,4640,1,Sports Car,no,8658,2,No,2,5,Highly Urban/ Urban
7327,0,0,0,48,0,10,29552,No,159533,Yes,M,z_High School,Clerical,18,Private,25250,6,Minivan,yes,3465,3,No,0,,Highly Urban/ Urban
7328,0,0,0,41,2,,71600,Yes,214130,z_No,z_F,Bachelors,Professional,35,Private,14910,4,z_SUV,no,0,0,No,4,5,z_Highly Rural/ Rural
7329,1,6261,2,37,2,9,116092,Yes,0,z_No,z_F,Bachelors,Manager,51,Private,33760,1,Minivan,no,2491,2,No,7,9,Highly Urban/ Urban
7331,1,5452,0,30,1,,44609,Yes,193747,z_No,z_F,<High School,z_Blue Collar,24,Private,8960,1,Sports Car,no,0,0,Yes,0,1,Highly Urban/ Urban
7333,1,3022,0,40,0,14,61105,No,158995,Yes,M,Masters,Lawyer,23,Private,13780,10,Minivan,yes,5014,4,No,0,22,Highly Urban/ Urban
7334,1,2819,0,43,0,11,69071,No,214053,z_No,M,z_High School,z_Blue Collar,29,Commercial,13400,6,Minivan,no,0,0,No,1,12,Highly Urban/ Urban
7335,0,0,0,48,0,12,78990,No,247318,z_No,M,Bachelors,z_Blue Collar,20,Commercial,11420,12,Pickup,yes,4701,3,No,0,11,z_Highly Rural/ Rural
7336,0,0,0,54,0,7,101307,No,287314,Yes,M,Bachelors,Manager,9,Private,14270,1,Minivan,no,0,0,No,0,12,Highly Urban/ Urban
7338,0,0,0,46,0,13,45100,No,0,z_No,z_F,Bachelors,z_Blue Collar,18,Commercial,10610,1,z_SUV,no,37157,2,Yes,0,13,Highly Urban/ Urban
7339,0,0,0,53,0,12,73926,No,231118,Yes,M,Masters,Lawyer,29,Private,12970,1,Minivan,yes,0,0,No,5,19,Highly Urban/ Urban
7340,0,0,0,29,0,7,22428,No,120624,Yes,M,z_High School,Clerical,29,Private,3170,1,Minivan,yes,953,3,No,5,1,Highly Urban/ Urban
7342,0,0,0,39,0,11,,No,0,z_No,M,Bachelors,Professional,24,Private,16750,1,Minivan,no,3261,1,No,5,14,Highly Urban/ Urban
7343,0,0,0,39,3,15,48741,No,158683,Yes,M,Masters,,31,Commercial,32530,17,Panel Truck,no,0,0,No,0,21,Highly Urban/ Urban
7344,0,0,0,54,0,11,53908,No,187804,Yes,M,z_High School,Clerical,46,Private,19970,11,Van,yes,0,0,No,0,1,z_Highly Rural/ Rural
7345,0,0,0,37,0,9,102272,No,0,z_No,z_F,Masters,Manager,15,Private,8520,1,z_SUV,no,0,0,No,0,14,Highly Urban/ Urban
7347,0,0,0,46,1,17,45298,No,137041,Yes,M,Masters,Manager,8,Private,14660,6,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban
7348,0,0,1,39,2,0,0,No,87282,Yes,z_F,z_High School,Home Maker,27,Private,8490,1,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
7349,1,721,0,52,0,12,11545,No,0,z_No,z_F,z_High School,Home Maker,22,Private,26900,3,z_SUV,no,0,0,No,3,1,Highly Urban/ Urban
7350,1,7491,3,41,3,14,73581,No,237829,Yes,z_F,Bachelors,Professional,12,Private,8860,4,Sports Car,no,2680,1,No,9,11,Highly Urban/ Urban
7351,0,0,0,47,0,14,99175,No,268846,Yes,z_F,PhD,,33,Commercial,26730,1,Pickup,no,0,0,No,1,21,Highly Urban/ Urban
7352,0,0,0,41,0,12,28034,No,134937,z_No,M,z_High School,Clerical,41,Private,8400,6,Pickup,no,31812,2,No,2,7,Highly Urban/ Urban
7355,0,0,0,53,0,11,21665,No,178318,Yes,z_F,<High School,z_Blue Collar,40,Private,8970,6,z_SUV,no,0,0,No,3,4,z_Highly Rural/ Rural
7356,0,0,0,35,0,7,52277,No,208305,Yes,M,z_High School,z_Blue Collar,41,Commercial,26840,3,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
7357,0,0,0,40,1,12,41002,Yes,0,z_No,z_F,<High School,Clerical,47,Private,12090,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
7358,1,7199,3,43,3,10,36436,Yes,0,z_No,z_F,<High School,z_Blue Collar,46,Private,31000,1,Pickup,no,0,0,Yes,5,1,Highly Urban/ Urban
7359,0,0,0,45,3,14,26627,No,130959,Yes,z_F,<High School,Clerical,67,Private,12820,4,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
7360,0,0,0,51,0,15,104756,No,284859,Yes,M,Bachelors,Professional,80,Commercial,17080,6,Van,yes,25979,2,No,3,12,Highly Urban/ Urban
7362,0,0,0,51,0,9,44977,No,,Yes,M,z_High School,z_Blue Collar,41,Commercial,13540,1,Minivan,yes,29883,1,No,0,1,Highly Urban/ Urban
7363,0,0,0,34,3,17,17949,No,100773,Yes,M,z_High School,z_Blue Collar,65,Commercial,20060,17,Minivan,yes,10821,4,No,6,10,Highly Urban/ Urban
7364,0,0,0,49,0,0,0,No,0,z_No,M,z_High School,Student,60,Commercial,6540,4,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
7365,0,0,0,53,0,12,74061,No,272686,Yes,M,Bachelors,Manager,70,Commercial,30850,1,Panel Truck,no,0,0,No,0,11,Highly Urban/ Urban
7367,0,0,0,50,0,12,87083,No,0,z_No,M,Masters,Lawyer,47,Private,20590,1,Van,no,0,0,No,4,11,Highly Urban/ Urban
7369,0,0,0,48,0,12,63419,No,0,z_No,M,Bachelors,Manager,38,Private,14950,13,Minivan,yes,0,0,No,0,10,Highly Urban/ Urban
7370,1,4477,0,50,0,13,42226,No,211402,Yes,z_F,z_High School,z_Blue Collar,61,Commercial,6500,9,Sports Car,no,43963,2,Yes,0,1,Highly Urban/ Urban
7371,1,1700,0,35,0,8,96291,No,0,z_No,z_F,Bachelors,z_Blue Collar,46,Commercial,14320,15,z_SUV,no,3597,2,No,5,5,Highly Urban/ Urban
7373,0,0,0,41,0,9,78284,No,0,z_No,z_F,Masters,Manager,32,Private,28760,11,Minivan,no,0,0,No,0,16,Highly Urban/ Urban
7374,0,0,0,43,0,11,80267,No,235361,z_No,M,Masters,Lawyer,32,Private,9530,1,Minivan,yes,0,0,No,0,,Highly Urban/ Urban
7376,0,0,0,54,0,11,88903,No,,Yes,M,Masters,Manager,32,Commercial,31810,10,Panel Truck,yes,4507,4,No,0,,Highly Urban/ Urban
7378,1,4386.152646,0,19,0,5,3871,No,76851,Yes,z_F,z_High School,Manager,49,Private,3790,10,Sports Car,no,0,0,No,4,5,Highly Urban/ Urban
7379,0,0,0,51,0,13,16818,No,113607,Yes,M,<High School,Clerical,19,Commercial,39520,6,Panel Truck,yes,0,0,No,0,1,Highly Urban/ Urban
7381,1,3549,2,40,2,11,63913,Yes,0,z_No,M,z_High School,z_Blue Collar,5,Commercial,5500,13,Pickup,yes,1896,1,No,1,1,Highly Urban/ Urban
7383,0,0,0,45,0,,19599,No,134906,z_No,z_F,Bachelors,Home Maker,43,Private,11950,1,Sports Car,no,0,0,No,0,1,z_Highly Rural/ Rural
7384,1,1137,0,37,2,12,158489,No,415676,Yes,z_F,PhD,Lawyer,58,Private,5200,1,z_SUV,no,0,0,No,1,16,Highly Urban/ Urban
7386,0,0,0,41,0,11,112913,No,317850,Yes,M,Bachelors,Professional,40,Commercial,16890,1,Van,yes,0,0,No,0,8,Highly Urban/ Urban
7387,0,0,0,59,0,11,35158,No,162722,Yes,z_F,z_High School,Clerical,23,Private,10920,1,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
7388,0,0,0,46,0,14,35384,No,210695,Yes,z_F,z_High School,z_Blue Collar,53,Commercial,11880,4,Sports Car,no,0,0,No,5,12,Highly Urban/ Urban
7389,0,0,1,41,2,14,3228,No,,Yes,z_F,z_High School,Home Maker,6,Private,5600,1,z_SUV,no,793,1,No,4,,Highly Urban/ Urban
7390,1,4623,2,40,3,14,58914,Yes,0,z_No,M,Bachelors,Professional,14,Private,16220,1,Van,no,9216,2,No,2,10,Highly Urban/ Urban
7391,0,0,0,47,1,12,59612,No,204103,Yes,z_F,Masters,Manager,21,Private,15390,3,z_SUV,no,0,0,No,1,13,Highly Urban/ Urban
7393,0,0,0,43,2,14,141177,No,378960,Yes,z_F,Masters,Lawyer,30,Private,15620,11,Minivan,no,17232,1,Yes,8,15,Highly Urban/ Urban
7394,0,0,0,43,2,15,171529,Yes,0,z_No,M,PhD,Professional,27,Commercial,18920,1,Van,yes,16619,1,Yes,4,17,Highly Urban/ Urban
7396,0,0,0,46,0,13,103093,No,271213,Yes,z_F,Bachelors,Professional,39,Commercial,30060,3,Van,no,0,0,No,3,6,z_Highly Rural/ Rural
7398,0,0,0,38,0,14,42139,No,,Yes,z_F,z_High School,Clerical,31,Private,17290,3,z_SUV,no,0,0,No,1,10,z_Highly Rural/ Rural
7399,0,0,0,48,0,8,47288,No,191476,Yes,z_F,Bachelors,Manager,32,Private,5120,6,z_SUV,no,0,0,No,1,10,Highly Urban/ Urban
7400,0,0,0,53,0,12,34565,No,0,z_No,z_F,z_High School,z_Blue Collar,49,Commercial,31900,10,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
7401,0,0,0,55,0,7,,No,208217,Yes,z_F,z_High School,Manager,26,Private,1500,1,z_SUV,no,2510,3,No,2,7,Highly Urban/ Urban
7402,0,0,1,43,2,15,,No,336613,Yes,M,Bachelors,Professional,48,Private,18760,1,Minivan,yes,0,0,No,0,11,Highly Urban/ Urban
7404,0,0,0,53,0,12,32354,No,179566,Yes,z_F,Bachelors,Home Maker,64,Private,27550,1,Pickup,no,0,0,No,0,10,z_Highly Rural/ Rural
7405,0,0,0,36,3,12,62893,Yes,0,z_No,M,Masters,Lawyer,37,Private,13630,3,Minivan,yes,0,0,No,0,17,Highly Urban/ Urban
7407,0,0,0,58,0,12,73283,No,251025,Yes,M,Bachelors,Professional,37,Private,14630,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
7408,1,5082,0,34,4,0,0,Yes,0,z_No,z_F,z_High School,Student,58,Commercial,11730,7,z_SUV,no,38888,2,Yes,9,1,Highly Urban/ Urban
7411,0,0,0,50,0,12,29296,No,173233,Yes,z_F,<High School,z_Blue Collar,34,Private,26950,7,Van,no,805,4,No,4,1,Highly Urban/ Urban
7413,0,0,2,46,0,10,42644,No,158938,z_No,M,z_High School,z_Blue Collar,59,Commercial,28470,4,Pickup,no,0,0,No,0,7,Highly Urban/ Urban
7414,0,0,0,47,0,11,95184,No,306410,z_No,M,Bachelors,Professional,32,Commercial,9830,1,Pickup,yes,0,0,No,0,2,z_Highly Rural/ Rural
7415,0,0,0,54,0,15,144348,No,,Yes,M,Masters,,31,Private,7890,3,Pickup,no,0,0,No,0,14,Highly Urban/ Urban
7416,0,0,0,41,0,10,239084,No,538702,Yes,z_F,PhD,Doctor,29,Private,43450,9,Van,no,0,0,No,2,17,Highly Urban/ Urban
7417,0,0,0,46,0,11,164953,No,,z_No,M,PhD,,35,Commercial,26220,4,Panel Truck,yes,0,0,No,0,9,Highly Urban/ Urban
7418,0,0,0,36,1,10,89112,Yes,,z_No,z_F,Bachelors,Professional,55,Private,24370,1,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
7420,0,0,0,18,2,9,6284,Yes,0,z_No,M,<High School,Clerical,16,Private,20130,6,Minivan,yes,0,0,Yes,3,1,Highly Urban/ Urban
7421,1,3982,0,55,0,12,164848,No,0,z_No,M,Masters,,24,Commercial,38200,1,Panel Truck,no,1657,2,No,4,12,Highly Urban/ Urban
7422,1,4878,0,34,4,13,16436,No,127447,Yes,M,<High School,z_Blue Collar,44,Commercial,23320,1,Panel Truck,no,3939,3,No,0,3,Highly Urban/ Urban
7423,0,0,0,42,0,9,110335,No,263599,z_No,M,Masters,Lawyer,59,Private,8110,1,Pickup,yes,1411,1,No,0,15,Highly Urban/ Urban
7424,0,0,0,50,0,13,91956,No,302275,Yes,M,Masters,Lawyer,41,Private,18320,1,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban
7426,0,0,0,35,0,10,70389,No,182499,z_No,M,z_High School,z_Blue Collar,35,Commercial,5000,1,Minivan,yes,0,0,No,2,6,z_Highly Rural/ Rural
7427,0,0,0,50,0,13,176648,No,461706,Yes,M,PhD,,28,Commercial,19160,11,Van,no,0,0,Yes,4,8,Highly Urban/ Urban
7428,0,0,0,64,0,8,90354,No,280325,Yes,M,Masters,Lawyer,33,Private,16940,1,z_SUV,no,0,0,Yes,3,15,Highly Urban/ Urban
7429,0,0,0,32,1,9,49920,Yes,0,z_No,z_F,z_High School,z_Blue Collar,7,Commercial,9690,11,z_SUV,no,0,0,No,2,1,z_Highly Rural/ Rural
7430,0,0,0,35,3,15,10994,No,103798,Yes,M,<High School,Clerical,38,Private,6100,1,Pickup,no,0,0,No,0,3,z_Highly Rural/ Rural
7431,0,0,0,46,0,10,,No,288592,Yes,M,Masters,Lawyer,7,Private,14470,10,Minivan,no,0,0,Yes,3,15,Highly Urban/ Urban
7432,0,0,0,49,0,12,61950,No,,z_No,M,Bachelors,Professional,26,Commercial,25950,1,Panel Truck,yes,0,0,Yes,0,10,Highly Urban/ Urban
7433,0,0,0,60,0,14,,No,,Yes,M,Masters,Professional,35,Private,20470,10,Van,no,0,0,No,0,10,Highly Urban/ Urban
7434,0,0,0,53,0,13,33354,No,165408,Yes,z_F,Bachelors,Home Maker,49,Private,12680,6,z_SUV,no,0,0,No,0,10,z_Highly Rural/ Rural
7436,1,2121,0,32,0,11,84255,No,260802,z_No,M,Masters,Professional,50,Private,16050,1,Minivan,no,2253,1,No,4,20,Highly Urban/ Urban
7437,0,0,0,33,2,11,,No,82928,Yes,M,<High School,z_Blue Collar,36,Commercial,8170,1,Pickup,yes,0,0,No,0,1,z_Highly Rural/ Rural
7439,0,0,0,53,0,12,99424,No,355608,z_No,z_F,Masters,Lawyer,56,Private,17660,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
7441,0,0,1,47,0,12,32992,No,143769,Yes,M,z_High School,Clerical,18,Private,21130,3,Pickup,no,0,0,No,0,7,z_Highly Rural/ Rural
7442,0,0,0,37,3,9,12455,Yes,0,z_No,z_F,<High School,Student,26,Private,8290,7,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
7443,1,3857,0,39,3,14,51524,Yes,0,z_No,z_F,<High School,z_Blue Collar,41,Private,10550,4,z_SUV,no,8454,3,No,7,1,Highly Urban/ Urban
7444,0,0,0,45,1,12,190010,No,464792,Yes,M,Masters,,28,Commercial,28010,1,Panel Truck,yes,8334,1,No,1,15,Highly Urban/ Urban
7445,1,6850,0,23,1,10,13991,No,117778,Yes,M,<High School,Clerical,23,Commercial,10960,10,Pickup,yes,0,0,No,1,7,Highly Urban/ Urban
7446,0,0,0,53,0,11,36273,No,0,z_No,M,z_High School,Professional,10,Private,1500,19,Minivan,yes,3685,2,No,1,1,Highly Urban/ Urban
7448,0,0,1,60,2,15,32175,Yes,0,z_No,M,Masters,Manager,5,Private,12500,4,Minivan,yes,2102,1,No,1,16,Highly Urban/ Urban
7450,0,0,0,51,0,,100919,No,0,z_No,z_F,Bachelors,Professional,34,Private,21890,1,z_SUV,no,9811,2,No,3,1,Highly Urban/ Urban
7451,0,0,0,61,0,7,51428,No,242717,Yes,M,<High School,z_Blue Collar,8,Private,7700,6,Sports Car,yes,14597,1,Yes,4,1,z_Highly Rural/ Rural
7452,1,2285,0,49,0,14,115320,No,311697,Yes,z_F,Masters,Lawyer,44,Private,20540,6,Minivan,no,0,0,No,3,15,Highly Urban/ Urban
7453,1,779,3,36,3,10,60589,Yes,0,z_No,z_F,Bachelors,Professional,16,Private,11160,10,z_SUV,no,0,0,No,2,7,Highly Urban/ Urban
7454,0,0,0,38,0,7,2140,No,61482,z_No,z_F,z_High School,Home Maker,19,Private,7930,4,Sports Car,no,0,0,No,0,1,z_Highly Rural/ Rural
7455,0,0,0,45,0,15,120490,No,359096,Yes,z_F,Masters,Manager,30,Private,12880,1,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
7457,0,0,0,53,0,,94786,No,331854,Yes,z_F,Masters,Lawyer,55,Private,12060,1,Minivan,no,4441,1,No,3,11,Highly Urban/ Urban
7458,0,0,1,42,2,13,39080,No,126088,Yes,M,z_High School,Clerical,12,Private,9610,1,Minivan,no,0,0,No,4,10,z_Highly Rural/ Rural
7459,0,0,0,47,0,12,109013,No,0,z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,17100,1,z_SUV,no,21266,3,No,0,9,Highly Urban/ Urban
7460,0,0,0,53,0,14,62731,No,214682,Yes,z_F,Masters,Lawyer,20,Private,13070,1,Sports Car,no,0,0,No,0,,Highly Urban/ Urban
7461,0,0,1,43,1,12,71235,Yes,0,z_No,M,Bachelors,Professional,36,Commercial,5800,1,Pickup,yes,12424,2,Yes,8,6,Highly Urban/ Urban
7462,1,9605,0,43,0,11,45416,No,146899,Yes,z_F,z_High School,z_Blue Collar,15,Commercial,10340,1,Sports Car,no,0,0,No,3,6,Highly Urban/ Urban
7463,0,0,0,55,0,15,73014,No,295579,Yes,M,Masters,Professional,5,Private,1500,13,Minivan,no,26544,2,Yes,0,13,z_Highly Rural/ Rural
7465,0,0,0,45,0,11,28207,No,0,Yes,M,z_High School,Student,43,Commercial,9640,3,Pickup,no,10737,1,No,3,,z_Highly Rural/ Rural
7466,0,0,0,43,0,10,13077,No,0,z_No,z_F,<High School,Home Maker,22,Private,7110,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
7467,0,0,0,35,2,13,90456,No,,Yes,M,Bachelors,Professional,26,Private,10550,1,Pickup,yes,4223,2,No,8,11,Highly Urban/ Urban
7468,0,0,0,41,2,16,82224,No,294513,Yes,M,<High School,z_Blue Collar,44,Private,16160,4,Minivan,no,3288,3,No,1,5,Highly Urban/ Urban
7469,0,0,0,35,0,12,16287,No,105347,Yes,z_F,z_High School,Clerical,72,Private,6630,7,z_SUV,no,0,0,No,0,,z_Highly Rural/ Rural
7470,0,0,0,46,0,11,37484,No,199906,z_No,M,Bachelors,z_Blue Collar,12,Private,6100,1,Pickup,no,0,0,No,1,12,Highly Urban/ Urban
7471,1,6770,0,48,0,12,127253,No,,z_No,M,Masters,Manager,56,Commercial,19030,1,Van,yes,0,0,Yes,1,20,Highly Urban/ Urban
7472,1,3667,0,38,0,9,62290,No,223013,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,14640,11,Minivan,no,0,0,Yes,0,9,Highly Urban/ Urban
7473,0,0,0,51,0,5,83967,No,215941,Yes,M,Bachelors,Professional,55,Private,19420,9,Minivan,no,2476,3,No,5,6,Highly Urban/ Urban
7474,0,0,0,52,0,11,96339,No,321111,Yes,M,Bachelors,Manager,20,Private,11130,1,Minivan,no,0,0,No,1,12,Highly Urban/ Urban
7475,0,0,0,55,0,,,No,,z_No,z_F,PhD,Home Maker,48,Private,23060,11,z_SUV,no,7052,2,No,3,7,Highly Urban/ Urban
7476,1,8138,0,34,3,0,0,Yes,0,z_No,M,z_High School,Student,44,Commercial,31810,6,Panel Truck,yes,1157,3,No,0,1,Highly Urban/ Urban
7477,0,0,0,29,4,16,687,No,0,Yes,z_F,<High School,Student,52,Private,13720,6,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
7479,0,0,0,35,3,4,112952,Yes,309305,z_No,z_F,Masters,Lawyer,34,Private,19700,1,z_SUV,no,0,0,No,1,19,Highly Urban/ Urban
7482,1,5759,0,38,0,13,23711,No,0,z_No,M,z_High School,Clerical,24,Private,7670,10,Pickup,yes,3158,3,No,5,9,Highly Urban/ Urban
7485,0,0,0,41,0,11,51765,No,195292,z_No,z_F,z_High School,Professional,40,Private,5600,12,z_SUV,no,5259,1,No,5,1,Highly Urban/ Urban
7486,0,0,0,26,1,7,21826,No,114769,Yes,z_F,z_High School,Clerical,64,Private,3680,6,z_SUV,no,18428,1,Yes,5,9,z_Highly Rural/ Rural
7487,0,0,0,49,0,0,0,No,111773,Yes,z_F,Masters,Home Maker,29,Private,6400,9,z_SUV,no,0,0,No,0,19,Highly Urban/ Urban
7488,1,5831,0,36,1,10,75263,Yes,207877,z_No,z_F,Bachelors,Clerical,45,Private,16560,1,z_SUV,no,0,0,Yes,3,12,Highly Urban/ Urban
7489,0,0,0,32,0,,92192,No,0,z_No,M,PhD,,15,Commercial,18160,10,Van,yes,5432,5,No,4,17,Highly Urban/ Urban
7490,0,0,0,34,1,10,21868,No,74301,Yes,z_F,z_High School,Clerical,42,Private,9030,1,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
7492,0,0,0,46,0,7,4034,No,,Yes,z_F,z_High School,Student,40,Commercial,8470,4,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
7493,0,0,0,62,0,13,25407,No,151032,Yes,M,z_High School,Clerical,13,Private,12930,4,Sports Car,no,0,0,No,1,4,Highly Urban/ Urban
7495,1,4136,1,43,2,10,41796,Yes,0,z_No,z_F,z_High School,Clerical,20,Private,17750,10,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
7496,0,0,0,21,2,13,1114,No,0,Yes,z_F,<High School,Student,134,Private,1500,11,Sports Car,yes,0,0,No,3,4,z_Highly Rural/ Rural
7497,0,0,0,43,0,0,0,No,92216,Yes,M,z_High School,Home Maker,55,Commercial,5800,3,Pickup,no,4171,4,No,7,1,z_Highly Rural/ Rural
7498,0,0,0,46,0,0,0,No,0,Yes,z_F,<High School,Student,57,Private,6420,4,z_SUV,no,0,0,No,0,6,z_Highly Rural/ Rural
7499,1,360.5589798,0,48,0,0,0,No,,z_No,z_F,Masters,Home Maker,37,Private,6300,6,Sports Car,no,2460,1,No,3,12,Highly Urban/ Urban
7500,1,12632.53984,1,43,2,15,59346,Yes,0,z_No,z_F,Bachelors,Professional,29,Private,8090,1,Sports Car,no,5037,3,No,6,16,Highly Urban/ Urban
7502,1,23642.00358,0,36,0,11,158,No,0,Yes,M,z_High School,Student,33,Commercial,9850,1,Pickup,yes,0,0,No,3,,Highly Urban/ Urban
7504,1,4797,0,53,0,12,25972,No,97541,Yes,z_F,z_High School,Clerical,21,Private,10860,1,z_SUV,no,2457,2,No,4,6,Highly Urban/ Urban
7505,0,0,0,51,0,10,117791,No,343849,z_No,M,PhD,,18,Private,19730,4,Van,yes,0,0,No,2,,Highly Urban/ Urban
7506,0,0,0,46,0,8,23655,No,190550,Yes,M,<High School,z_Blue Collar,40,Private,8470,13,Pickup,yes,0,0,No,0,7,Highly Urban/ Urban
7507,1,1750.84161,2,44,2,11,104682,Yes,0,z_No,z_F,Bachelors,Manager,38,Private,25950,7,Minivan,no,8543,2,No,8,7,Highly Urban/ Urban
7508,0,0,1,38,2,,74378,No,232956,Yes,M,Bachelors,Professional,23,Private,19590,1,Minivan,no,0,0,No,1,6,z_Highly Rural/ Rural
7510,0,0,0,27,3,13,55877,No,169598,Yes,M,z_High School,Clerical,41,Private,9400,11,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
7511,1,840,0,60,0,12,77658,No,272962,Yes,z_F,Masters,Lawyer,64,Private,15270,7,z_SUV,no,7705,1,No,7,18,Highly Urban/ Urban
7512,1,3658.809267,0,40,0,11,62849,No,225934,Yes,z_F,Bachelors,Professional,41,Private,11780,1,Sports Car,no,0,0,No,3,8,Highly Urban/ Urban
7513,0,0,0,39,2,13,15098,No,140954,Yes,z_F,<High School,z_Blue Collar,32,Private,5400,6,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
7514,0,0,0,50,0,13,172109,No,439996,Yes,z_F,PhD,Home Maker,50,Private,23710,3,Pickup,no,7348,2,No,0,9,Highly Urban/ Urban
7515,1,3425,0,37,0,8,30848,No,160731,Yes,M,<High School,z_Blue Collar,25,Commercial,31500,1,Minivan,no,7957,1,No,3,10,z_Highly Rural/ Rural
7516,1,19807.30657,0,50,0,12,67399,No,266563,z_No,M,z_High School,z_Blue Collar,49,Commercial,19240,3,Van,yes,44641,2,Yes,4,1,Highly Urban/ Urban
7520,0,0,0,39,0,11,63542,No,232154,Yes,M,Bachelors,Professional,51,Private,7240,3,Minivan,no,0,0,No,3,10,z_Highly Rural/ Rural
7523,0,0,0,43,1,14,79568,No,227743,Yes,z_F,<High School,z_Blue Collar,81,Private,23490,9,Minivan,no,0,0,No,4,6,Highly Urban/ Urban
7524,1,3353,0,40,2,13,,No,280943,Yes,M,PhD,,33,Commercial,26040,10,Panel Truck,yes,0,0,No,0,13,Highly Urban/ Urban
7525,0,0,0,49,0,11,95152,No,,z_No,M,Masters,Manager,13,Commercial,24000,17,Panel Truck,yes,0,0,No,0,10,Highly Urban/ Urban
7526,0,0,0,33,2,10,59473,No,203200,Yes,z_F,z_High School,Clerical,23,Private,10750,1,z_SUV,no,5676,2,No,4,9,Highly Urban/ Urban
7527,1,4093,0,34,1,11,98273,Yes,295335,z_No,M,Masters,,22,Commercial,28190,4,Panel Truck,yes,0,0,No,1,11,Highly Urban/ Urban
7528,0,0,1,42,1,13,25860,No,102425,Yes,z_F,z_High School,Clerical,54,Private,7140,1,z_SUV,no,6983,2,No,5,9,Highly Urban/ Urban
7529,1,9769.451792,0,34,3,15,26777,Yes,0,z_No,z_F,z_High School,Clerical,5,Private,4900,3,Sports Car,no,1620,1,No,7,6,Highly Urban/ Urban
7530,1,3489,0,36,2,11,93067,Yes,0,z_No,M,Bachelors,Student,51,Commercial,10810,1,Pickup,yes,0,0,No,2,,Highly Urban/ Urban
7531,1,31857.74367,1,39,2,8,15790,Yes,0,z_No,z_F,PhD,Lawyer,24,Private,23970,1,z_SUV,no,1849,2,Yes,5,8,Highly Urban/ Urban
7532,0,0,0,49,0,14,139423,No,370415,Yes,M,PhD,,28,Commercial,27600,6,Panel Truck,yes,0,0,No,0,,Highly Urban/ Urban
7533,0,0,0,40,0,10,36867,No,138277,Yes,M,<High School,z_Blue Collar,56,Private,10620,1,Pickup,no,0,0,No,0,7,Highly Urban/ Urban
7534,1,1875,0,30,1,13,20631,No,110165,Yes,M,z_High School,Clerical,45,Private,4630,3,Minivan,no,0,0,Yes,0,4,z_Highly Rural/ Rural
7535,0,0,0,52,0,13,59496,No,214626,Yes,z_F,Bachelors,Professional,17,Private,14070,10,Minivan,no,0,0,No,0,14,Highly Urban/ Urban
7537,0,0,0,35,0,9,19639,No,0,z_No,z_F,z_High School,Clerical,45,Private,20860,4,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
