pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
396--414,14,-0.56,0,1,,, , ,1,1,396,5,9,9,6,9,5,7,4,2,3,25,Theatre Management & Producing,15,4,1,5,2,7,2,producer at a non-profit regional theatre,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,5.294117647,7,6.764705882,5.823529412,6.1875,5.411764706,414,8,8,8,6,8,4,6,1,2,2,29,business,8,2,2,10,6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,0,0,0,0,0,6.470588235,7.470588235,7.8125,6.058823529,7.823529412,5.764705882
390--415,19,0.64,0,1,,1, ,1,1,1,390,4,6,6,6,6,,4,8,2,10,30,Neuroscience and Education,9,4,1,10,6,4,3,Academic,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,6,10,20,20,10,10,30,20,20,20,20,10,10,10,20,20,10,10,30,8,8,8,8,8,3.611111111,5.944444444,6.305555556,4.277777778,6.235294118,4.277777778,415,5,5,5,5,5,5,5,5,2,2,31,MBA,8,2,3,1,1,4,2,Trader,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,10,20,40,10,10,10,20,10,10,30,10,20,20,10,10,30,10,20,7,8,4,10,8,3.9375,4.5625,4.875,3.875,5.1875,2.9375
416--422,2,0.47,0,1,0,,5, ,1,1,416,6,7,6,8,7,4,5,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,422,9,9,9,8,9,8,9,9,2,4,26,Fundraising Management,8,2,6,7,2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,6.5,8,7.5,7.333333333,7.833333333,6.833333333
417--422,8,0.71,1,1,,, , ,1,1,417,6,7,7,6,8,6,7,7,2,3,29,Psychology,3,2,1,1,1,5,3,Clinical Psychologist,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,5,20,20,20,10,10,20,25,10,10,20,15,20,25,10,10,20,15,20,7,8,4,8,8,5.25,8,7.375,6,6.375,6.125,422,8,9,8,8,8,9,9,9,2,4,26,Fundraising Management,8,2,6,7,2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,6.5,8,7.5,7.333333333,7.833333333,6.833333333
419--422,4,0.4,1,1,,, , ,1,1,419,4,7,6,6,5,8,6,8,2,3,28,Social Work,11,2,0,1,4,2,1,Social Work Policy,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,5,30,20,10,5,30,50,5,10,20,5,10,50,10,5,10,5,20,9,8,5,9,3,6.285714286,8.285714286,8.142857143,6.285714286,7.428571429,6,422,8,9,9,7,9,7,7,8,2,4,26,Fundraising Management,8,2,6,7,2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,6.5,8,7.5,7.333333333,7.833333333,6.833333333
420--422,3,0.72,1,1,0,,2, ,1,1,420,10,10,10,9,10,10,9,8,2,2,22,Social Work,11,2,1,1,5,4,2,Social Worker,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,5,10,10,40,10,15,15,25,10,10,15,25,15,35,5,15,25,5,15,8,9,7,10,7,7.5,7.625,7.875,7.75,7.125,7.3125,422,9,9,9,9,8,9,9,8,2,4,26,Fundraising Management,8,2,6,7,2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,6.5,8,7.5,7.333333333,7.833333333,6.833333333
416--423,3,0.34,0,1,0,,5, ,1,1,416,7,5,7,8,7,5,5,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,423,6,8,7,7,6,7,7,7,2,3,30,Business,8,2,1,1,2,4,1,Money Management,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,30,20,30,10,5,5,40,10,10,20,10,10,20,10,20,10,35,5,7,9,8,9,9,6.166666667,7.333333333,7.333333333,5.833333333,7.166666667,5.6
421--423,2,-0.19,0,1,0,,1, ,1,1,421,7,8,9,6,9,,8,6,2,2,25,Social Work,11,4,5,5,1,4,3,Social Worker,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,7,20,10,30,20,10,10,30,10,30,10,10,10,30,10,20,20,10,10,7,7,6,6,6,6.875,6.875,7,6.125,6.142857143,6.25,423,7,8,6,7,7,6,8,7,2,3,30,Business,8,2,1,1,2,4,1,Money Management,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,30,20,30,10,5,5,40,10,10,20,10,10,20,10,20,10,35,5,7,9,8,9,9,6.166666667,7.333333333,7.333333333,5.833333333,7.166666667,5.6
416--424,6,-0.13,0,1,0,,5, ,1,1,416,6,7,8,7,6,6,5,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,424,9,8,7,8,9,8,8,7,2,2,24,Biomedical Engineering,5,4,4,4,2,6,3,Research,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,17,16,17,17,17,16,25,15,15,15,15,15,25,15,15,15,15,15,7,7,7,7,7,5.166666667,8,7.833333333,6,6.833333333,5.833333333
420--424,7,-0.09,0,1,0,,2, ,1,1,420,8,9,9,8,9,7,8,7,2,2,22,Social Work,11,2,1,1,5,4,2,Social Worker,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,5,10,10,40,10,15,15,25,10,10,15,25,15,35,5,15,25,5,15,8,9,7,10,7,7.5,7.625,7.875,7.75,7.125,7.3125,424,7,7,7,8,8,7,7,6,2,2,24,Biomedical Engineering,5,4,4,4,2,6,3,Research,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,17,16,17,17,17,16,25,15,15,15,15,15,25,15,15,15,15,15,7,7,7,7,7,5.166666667,8,7.833333333,6,6.833333333,5.833333333
416--426,4,0.55,0,1,0,,5, ,1,1,416,5,4,7,7,7,4,4,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,426,8,6,5,8,5,8,8,7,2,2,24,MBA,8,2,4,7,2,2,1,Lobbyist,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,7,25,7,35,20,8,5,60,5,5,20,5,5,30,3,40,4,20,3,8,8,8,10,9,3.5,4.166666667,6.666666667,4.833333333,7.833333333,3.833333333
416--428,5,0.41,0,1,0,,5, ,1,1,416,5,7,8,7,8,6,5,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,428,8,7,8,7,7,,7,5,2,2,27,MBA,8,4,8,8,3,2,1,Management Consulting,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,60,10,10,10,10,0,50,10,10,10,10,10,50,10,10,10,10,10,8,8,7,9,9,6,7.5,8.333333333,6.833333333,8.666666667,7
421--428,4,0.48,1,1,0,,1, ,1,1,421,7,8,9,8,9,9,8,8,2,2,25,Social Work,11,4,5,5,1,4,3,Social Worker,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,7,20,10,30,20,10,10,30,10,30,10,10,10,30,10,20,20,10,10,7,7,6,6,6,6.875,6.875,7,6.125,6.142857143,6.25,428,8,6,6,7,6,8,6,5,2,2,27,MBA,8,4,8,8,3,2,1,Management Consulting,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,60,10,10,10,10,0,50,10,10,10,10,10,50,10,10,10,10,10,8,8,7,9,9,6,7.5,8.333333333,6.833333333,8.666666667,7
416--429,8,0.52,0,1,0,1,5,1,1,1,416,7,7,6,8,7,5,5,5,2,2,25,Psychology,3,3,3,3,6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,6,7,8,8,7,7.25,7.625,7.625,7.625,7.5,7.625,429,8,8,8,9,9,6,8,6,2,3,27,Business,8,2,1,1,2,2,2,Investment Management,7,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,7,55,10,15,15,5,0,75,5,5,5,5,5,25,15,15,15,15,15,8,8,9,9,8,6.833333333,6.666666667,6.833333333,5.833333333,7.833333333,5.833333333
435--441,2,0.01,0,1,,1, ,0,1,1,435,8,10,7,10,9,10,9,8,2,4,22,Law,1,1,1,1,1,7,2,Lawyer,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,45.45454545,1.818181818,7.272727273,40.90909091,0.909090909,3.636363636,50,1,4,25,10,10,7,9,9,9,9,5.642857143,5.928571429,6.214285714,6.571428571,6.642857143,5.714285714,441,7,10,7,10,6,8,8,7,2,,24,Law,1,2,4,2,2,7,1,Corporate law,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,7,35,10,25,20,5,5,50,0,0,0,0,0,50,0,0,25,25,0,8,7,8,9,8,6.6,7,7.4,7.4,7.4,6.3
437--441,7,0.14,1,1,,1, ,0,1,1,437,7,7,9,8,9,8,7,,,5,23,Social Work,11,2,2,6,1,4,1,Social Work,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,28,12,13,10,12,25,31.25,10.71428571,10.71428571,13.39285714,13.39285714,20.53571429,7,9,9,9,8,5.928571429,6.928571429,6.357142857,6,5.071428571,6,441,8,8,8,8,7,8,9,7,2,,24,Law,1,2,4,2,2,7,1,Corporate law,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,7,35,10,25,20,5,5,50,0,0,0,0,0,50,0,0,25,25,0,8,7,8,9,8,6.6,7,7.4,7.4,7.4,6.3
431--442,5,-0.06,0,1,0,,1, ,1,1,431,8,8,8,8,7,2,7,6,2,2,27,Education Leadership - Public School Administration,9,4,5,8,2,7,3,Public School Principal,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7,15,15,25,15,15,15,50,10,10,10,10,10,50,10,10,10,10,10,7,10,7,9,10,5.785714286,5.785714286,6.428571429,4.5,7.142857143,5.071428571,442,6,3,5,4,5,1,5,4,2,3,25,law,1,2,1,1,4,6,1,tax lawyer,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,60,0,0,0,0,0,27.27272727,9.090909091,9.090909091,18.18181818,27.27272727,9.090909091,7,9,8,8,9,6.1,7.9,8.1,6.1,7.7,6.3
432--442,7,-0.11,1,1,,, , ,1,1,432,7,10,10,10,10,9,10,10,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,442,8,8,7,7,7,10,8,7,2,3,25,law,1,2,1,1,4,6,1,tax lawyer,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,60,0,0,0,0,0,27.27272727,9.090909091,9.090909091,18.18181818,27.27272727,9.090909091,7,9,8,8,9,6.1,7.9,8.1,6.1,7.7,6.3
433--442,13,0.26,0,1,,, , ,1,1,433,7,7,7,5,6,5,6,5,2,3,30,MFA Writing,15,6,3,3,2,6,3,Writer,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,20,20,20,20,10,10,30,10,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5,5.142857143,6.928571429,6.785714286,6.714285714,5.928571429,5.642857143,442,4,2,4,4,5,3,6,3,2,3,25,law,1,2,1,1,4,6,1,tax lawyer,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,60,0,0,0,0,0,27.27272727,9.090909091,9.090909091,18.18181818,27.27272727,9.090909091,7,9,8,8,9,6.1,7.9,8.1,6.1,7.7,6.3
437--442,8,-0.06,1,1,,, , ,1,1,437,7,9,10,7,10,7,8,4,2,5,23,Social Work,11,2,2,6,1,4,1,Social Work,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,28,12,13,10,12,25,31.25,10.71428571,10.71428571,13.39285714,13.39285714,20.53571429,7,9,9,9,8,5.928571429,6.928571429,6.357142857,6,5.071428571,6,442,7,5,5,4,2,0,5,4,2,3,25,law,1,2,1,1,4,6,1,tax lawyer,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,6,40,10,0,45,0,5,60,0,0,0,0,0,27.27272727,9.090909091,9.090909091,18.18181818,27.27272727,9.090909091,7,9,8,8,9,6.1,7.9,8.1,6.1,7.7,6.3
432--445,14,-0.08,1,1,,2, ,1,1,1,432,8,7,8,7,9,10,8,8,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,445,6,8,8,8,6,6,6,6,,,30,SIPA - Energy,13,2,1,1,2,5,2,Energy Management,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,60,5,5,20,5,5,30,15,10,20,20,5,9,8,7,10,7,6.5,7,7.6,6.9,7.5,6.1
439--445,5,0.48,1,1,0,2,3,1,1,1,439,7,7,7,6,7,,6,7,2,,29,Bilingual Education,9,2,1,5,2,3,2,Bilingual Elementary School Teacher,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,30,10,10,10,20,20,60,0,10,10,10,10,8,8,7,7,7,7.428571429,5.928571429,6.928571429,6,5.5,6.428571429,445,9,5,6,7,7,4,6,6,,,30,SIPA - Energy,13,2,1,1,2,5,2,Energy Management,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,60,5,5,20,5,5,30,15,10,20,20,5,9,8,7,10,7,6.5,7,7.6,6.9,7.5,6.1
432--446,8,0.32,0,1,,, , ,1,1,432,3,9,9,6,9,7,8,10,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,446,8,8,8,6,4,5,6,4,2,3,28,MBA,8,3,2,2,1,4,3,Finance,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6.1,7.3,7.8,5.8,7,6.7
433--446,14,0.53,0,1,,, , ,1,1,433,9,8,8,5,7,5,8,6,2,3,30,MFA Writing,15,6,3,3,2,6,3,Writer,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,20,20,20,20,10,10,30,10,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5,5.142857143,6.928571429,6.785714286,6.714285714,5.928571429,5.642857143,446,5,8,7,7,4,3,6,3,2,3,28,MBA,8,3,2,2,1,4,3,Finance,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6.1,7.3,7.8,5.8,7,6.7
438--446,10,0.28,0,1,0,,2, ,1,1,438,6,4,7,3,7,6,6,5,2,10,23,Social Work,11,2,1,5,1,4,1,Clinical Social Worker,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,22.22222222,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,22.22222222,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,7,8,7,7,7,6.5,7,6.923076923,6.642857143,6,6.642857143,446,8,7,7,8,4,7,8,5,2,3,28,MBA,8,3,2,2,1,4,3,Finance,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6.1,7.3,7.8,5.8,7,6.7
439--446,13,0.67,0,1,0,,3, ,1,1,439,7,7,9,5,9,,5,8,2,,29,Bilingual Education,9,2,1,5,2,3,2,Bilingual Elementary School Teacher,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,30,10,10,10,20,20,60,0,10,10,10,10,8,8,7,7,7,7.428571429,5.928571429,6.928571429,6,5.5,6.428571429,446,9,8,8,6,5,5,8,4,2,3,28,MBA,8,3,2,2,1,4,3,Finance,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6.1,7.3,7.8,5.8,7,6.7
434--447,4,0.13,0,1,1,,1, ,1,1,434,10,10,10,10,10,9,10,10,1,1,27,International Affairs,11,2,2,2,1,4,2,Trade Specialist,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,30,15,15,30,0,10,30,20,10,20,10,10,40,10,10,25,0,15,7,7,8,6,4,7.142857143,7.428571429,7.071428571,6.357142857,5.642857143,6.5,447,9,8,8,8,6,6,8,7,1,1,26,Public Policy,13,4,1,1,1,7,2,Public Finance,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,25,20,20,20,0,0,20,20,15,25,10,10,6,10,6,7,4,7.1,8.1,8.4,6.9,8.4,6.9
431--448,3,0.03,0,1,0,2,1,0,1,1,431,9,8,9,9,5,2,6,4,2,2,27,Education Leadership - Public School Administration,9,4,5,8,2,7,3,Public School Principal,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,7,15,15,25,15,15,15,50,10,10,10,10,10,50,10,10,10,10,10,7,10,7,9,10,5.785714286,5.785714286,6.428571429,4.5,7.142857143,5.071428571,448,5,6,8,4,8,4,6,3,2,4,22,Law/Business,1,2,1,1,1,2,1,Business Management,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,30,20,15,20,0,0,15,15,25,17,18,10,8,9,8,9,10,7.9,6.3,7.9,7.9,8.6,6.3
435--448,1,0.73,0,1,,2, ,0,1,1,435,9,9,10,10,9,,10,9,1,4,22,Law,1,1,1,1,1,7,2,Lawyer,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,45.45454545,1.818181818,7.272727273,40.90909091,0.909090909,3.636363636,50,1,4,25,10,10,7,9,9,9,9,5.642857143,5.928571429,6.214285714,6.571428571,6.642857143,5.714285714,448,5,7,8,6,6,7,6,6,1,4,22,Law/Business,1,2,1,1,1,2,1,Business Management,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,30,20,15,20,0,0,15,15,25,17,18,10,8,9,8,9,10,7.9,6.3,7.9,7.9,8.6,6.3
436--448,14,0,1,1,,2, ,0,1,1,436,10,10,10,10,10,10,10,10,1,4,23,Law,1,2,9,1,1,6,1,Law,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,28,8,17,22,17,8,20,20,20,20,20,0,50,0,0,50,0,0,9,8,10,7,6,7.285714286,6.285714286,7,7.428571429,7.357142857,6.285714286,448,8,6,7,8,8,7,8,8,1,4,22,Law/Business,1,2,1,1,1,2,1,Business Management,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,30,20,15,20,0,0,15,15,25,17,18,10,8,9,8,9,10,7.9,6.3,7.9,7.9,8.6,6.3
437--448,6,0.41,1,1,,2, ,0,1,1,437,7,6,9,10,9,9,6,6,2,5,23,Social Work,11,2,2,6,1,4,1,Social Work,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,28,12,13,10,12,25,31.25,10.71428571,10.71428571,13.39285714,13.39285714,20.53571429,7,9,9,9,8,5.928571429,6.928571429,6.357142857,6,5.071428571,6,448,5,7,5,6,3,7,6,4,2,4,22,Law/Business,1,2,1,1,1,2,1,Business Management,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,30,20,15,20,0,0,15,15,25,17,18,10,8,9,8,9,10,7.9,6.3,7.9,7.9,8.6,6.3
439--448,10,0.5,1,1,0,2,3,0,1,1,439,9,3,10,9,10,,7,5,2,,29,Bilingual Education,9,2,1,5,2,3,2,Bilingual Elementary School Teacher,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,30,10,10,10,20,20,60,0,10,10,10,10,8,8,7,7,7,7.428571429,5.928571429,6.928571429,6,5.5,6.428571429,448,8,7,7,8,6,7,8,7,2,4,22,Law/Business,1,2,1,1,1,2,1,Business Management,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,30,20,15,20,0,0,15,15,25,17,18,10,8,9,8,9,10,7.9,6.3,7.9,7.9,8.6,6.3
435--449,14,0.01,0,1,,, , ,1,1,435,7,7,8,9,10,7,8,8,1,4,22,Law,1,1,1,1,1,7,2,Lawyer,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,45.45454545,1.818181818,7.272727273,40.90909091,0.909090909,3.636363636,50,1,4,25,10,10,7,9,9,9,9,5.642857143,5.928571429,6.214285714,6.571428571,6.642857143,5.714285714,449,10,10,10,10,10,10,10,10,1,3,23,Law,1,6,7,1,1,3,1,Business/Law,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,7.7,7.4,8.3,7.7,8.3,6.2
436--449,13,0.78,0,1,,, , ,1,1,436,10,10,10,10,10,10,10,10,1,4,23,Law,1,2,9,1,1,6,1,Law,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,5,28,8,17,22,17,8,20,20,20,20,20,0,50,0,0,50,0,0,9,8,10,7,6,7.285714286,6.285714286,7,7.428571429,7.357142857,6.285714286,449,10,10,10,10,10,10,10,10,1,3,23,Law,1,6,7,1,1,3,1,Business/Law,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,7.7,7.4,8.3,7.7,8.3,6.2
432--450,10,0.4,1,1,,2, ,0,1,1,432,5,10,10,9,10,10,10,10,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,450,6,9,9,9,7,8,8,5,2,2,25,International Affairs,13,2,3,7,2,6,2,Diplomat,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,50,5,5,5,5,30,50,5,5,5,5,30,25,5,5,5,30,30,9,6,7,10,10,5.6,7.3,8.2,7,7.9,5.8
