customerID,gender,PhoneSubscriber,MoreThenOneLine,InternetServiceSubscriber,OnlineSecuritySubscriber,OnlineBackupSubscriber,DeviceProtectionSubscriber,TechSupportSubscriber,StreamingTVSubscriber,StreamingMoviesSubscriber,ContractLength,UsesPaperlessBilling,MethodOfPayment,MonthsACustomer,Senior,HasPartner,HasDependents,MonthlyPayments,TotalPayments
7558-IMLMT,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67,0,Yes,Yes,20.8,1411.9
1784-BXEFA,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,10,0,No,No,20.55,187.35
7407-SUJIZ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25,0,No,No,20.6,541.5
8096-LOIST,Female,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19,0,No,No,56.2,1093.4
7049-GKVZY,Female,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),17,0,No,No,79.85,1387.35
9432-VOFYX,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,0,No,No,70.8,1207
9330-VOFSZ,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),60,0,Yes,No,110.8,6640.7
5854-KSRBJ,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70,0,Yes,Yes,25.4,1782.05
9305-CDSKC,Female,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,0,No,No,99.65,820.5
8821-XNHVZ,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,0,Yes,Yes,80.05,80.05
5914-XRFQB,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,0,Yes,No,115.8,8424.9
4694-PHWFW,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,8,0,No,Yes,19.95,170.9
2378-HTWFW,Male,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),35,1,No,No,91,3180.5
0308-IVGOK,Female,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),11,0,No,No,40.4,422.6
9225-BZLNZ,Male,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,0,Yes,No,85.25,6083.1
4825-XJGDM,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),61,0,No,No,43.7,2696.55
0595-ITUDF,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,64,0,Yes,Yes,91.8,5960.5
1116-DXXDF,Male,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39,0,No,No,100.45,3801.7
5688-KZTSN,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,15,0,Yes,Yes,20,288.05
7730-IUTDZ,Male,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43,0,No,No,75.2,3198.6
3530-VWVGU,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22,0,Yes,Yes,19.9,400.3
4878-BUNFV,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42,0,Yes,Yes,20.7,828.85
8819-ZBYNA,Female,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58,0,Yes,No,109.1,6393.65
6778-EICRF,Male,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,24,0,Yes,Yes,74.8,1821.2
2843-CQMEG,Male,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,24,0,No,No,49.7,1218.25
6857-TKDJV,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67,0,Yes,Yes,24.65,1620.45
6461-PPAXN,Female,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),35,0,Yes,Yes,54.95,1916
3007-FDPEA,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2,0,No,No,20.7,39.85
6133-OZILE,Female,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18,0,No,No,35.2,607.3
7511-YMXVQ,Male,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,0,No,No,45.4,418.8
5153-LXKDT,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,68,0,Yes,Yes,110.2,7467.5
2465-BLLEU,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,0,No,No,19.75,19.75
4521-WFJAI,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56,0,No,No,25.95,1444.05
2908-ZTPNF,Female,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),36,0,No,No,34.85,1267.2
3803-KMQFW,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,Yes,Yes,20.55,20.55
1502-XFCVR,Female,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,58,0,No,No,106.45,6145.85
6959-GQEGV,Male,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45,0,No,No,75.95,3273.8
3688-FTHLT,Female,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),16,0,No,No,63.05,1067.05
1134-YWTYF,Male,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,27,0,Yes,No,53.8,1389.85
2159-TURXX,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),5,0,No,No,20.05,95.55
4369-NYSCF,Male,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),56,0,No,No,75.75,4284.65
6505-OZNPG,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6,0,No,No,63.4,348.8
8626-PTQGE,Male,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),69,0,No,No,60.05,4176.7
4636-TVXVG,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),62,0,Yes,Yes,19.95,1244.8
1069-QJOEE,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25,0,Yes,Yes,19.9,505.45
8779-QRDMV,Male,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,1,No,No,39.65,39.65
9518-RWHZL,Female,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),64,0,No,No,100.05,6254.2
4789-KWMXN,Male,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),47,0,Yes,No,110.85,5275.8
0975-UYDTX,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26,0,Yes,No,90.1,2312.55
1475-VWVDO,Male,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,7,0,No,No,74.9,490.55
4075-JFPGR,Female,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,51,0,Yes,No,93.5,4619.55
1565-RHDJD,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),4,0,No,Yes,84.05,333.55
2858-EIMXH,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),53,1,Yes,No,95.85,5016.25
4367-NUYAO,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0,Yes,Yes,25.75,0
6627-CFOSN,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59,0,No,No,99.45,5623.7
8705-WZCYL,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,44.8,44.8
5630-AHZIL,Female,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3,0,No,Yes,64.5,177.4
6711-VTNRE,Female,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,36,0,No,No,87.55,3078.1
9692-TUSXH,Female,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,0,No,No,96.05,1740.7
7980-MHFLQ,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72,0,Yes,Yes,24.9,1859.2
5570-PTWEH,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,0,Yes,No,75.15,216.75
5572-ZDXHY,Female,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,22,0,No,No,84.3,1855.65
7601-DHFWZ,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48,0,No,No,24,1183.05
0263-FJTQO,Male,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),50,0,Yes,Yes,70.5,3486.65
7632-MNYOY,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),66,1,No,No,110.9,7432.05
5302-BDJNT,Male,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35,0,No,No,95.5,3418.2
4644-OBGFZ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,55,0,Yes,Yes,19.5,1026.35
0428-IKYCP,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22,0,Yes,No,87,1850.65
1354-YZFNB,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4,0,Yes,Yes,19.55,68.8
8399-YNDCH,Male,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21,1,No,No,60.05,1236.15
1552-CZCLL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55,0,Yes,Yes,20,1087.25
2226-ICFDO,Female,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,0,Yes,Yes,85.9,6110.75
5309-TAIKL,Female,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),7,0,No,No,62.8,418.3
8390-FESFV,Female,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),62,0,No,No,84.5,5193.2
0562-KBDVM,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70,0,No,No,44.6,3058.15
0356-OBMAC,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56,1,No,No,99.9,5706.3
4690-LLKUA,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,1,No,No,45.05,770.6
7748-UMTRK,Female,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30,1,No,Yes,101.3,2974.5
9610-WCESF,Male,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,67,0,No,No,43.9,3097.2
3148-BLQJT,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.1,20.1
0319-QZTCO,Female,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3,0,Yes,Yes,58.7,168.6
8190-ZTQFB,Male,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,41,0,No,No,51.35,2075.1
4962-CHQPW,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29,0,No,Yes,19.85,535.05
2239-CGBUZ,Female,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),51,0,Yes,No,60.5,3145.15
8738-JOKAR,Female,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,42,0,No,No,67.7,2882.25
7142-HVGBG,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43,1,Yes,No,103,4414.3
0311-UNPFF,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26,0,No,No,88.8,2274.35
6350-XFYGW,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,1,No,No,94.75,422.4
8374-XGEJJ,Male,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43,1,Yes,No,101,4388.4
8844-TONUD,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,13,0,Yes,Yes,96.65,1162.85
2817-NTQDO,Male,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),13,0,No,No,45.55,597
3552-CTCYF,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63,0,Yes,Yes,104.8,6597.25
4121-AGSIN,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),58,0,Yes,Yes,24.5,1497.9
5930-GBIWP,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),69,0,No,No,81.5,5553.25
7105-BENQF,Male,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,15,0,No,Yes,64.85,950.75
5232-NXPAY,Female,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,47,0,No,No,74.45,3510.3
0750-EBAIU,Male,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,52,0,No,No,91.25,4738.3
9013-AQORL,Female,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),48,0,No,Yes,45.55,2108.35
7153-OANIO,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,No,69.95,69.95
7056-IMHCC,Male,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53,1,Yes,No,101.9,5549.4
3758-CKOQL,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),59,0,Yes,No,107,6152.3
6683-VLCTZ,Male,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,20,1,No,No,98.55,1842.8
9974-JFBHQ,Male,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64,0,No,Yes,99.15,6171.2
9277-JOOMO,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,0,No,No,24.6,86.35
4636-JGAAI,Male,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,34,0,Yes,No,88.85,3000.25
7598-UAASY,Male,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,No,76.4,151.8
3392-EHMNK,Female,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),67,0,Yes,Yes,94.1,6302.8
5982-FPVQN,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37,0,Yes,Yes,95.15,3532.85
9170-ARBTB,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),52,0,Yes,Yes,19.6,1012.4
6891-JPYFF,Female,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48,0,Yes,Yes,105.25,4997.5
9199-PWQVC,Female,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),63,0,Yes,No,79.7,4786.15
1779-PWPMG,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,1,Yes,No,114.65,8333.95
0880-FVFWF,Male,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,0,No,No,86.4,4922.4
3452-FLHYD,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25,0,Yes,No,20.95,495.15
4484-GLZOU,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,52,0,Yes,No,105.05,5624.85
8486-AYEQH,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31,0,No,No,76.05,2227.8
4187-CINZD,Female,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),46,1,No,No,95.25,4424.2
7727-SHVZV,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),9,0,No,No,19.5,150.35
0564-MUUQK,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20,0,Yes,Yes,95.5,1916.2
7799-DSEWS,Male,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18,0,No,No,68.35,1299.8
3932-CMDTD,Female,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,0,No,No,105.65,443.9
9696-RMYBA,Male,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,5,0,No,No,80.1,398.55
5948-UJZLF,Male,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,2,0,No,No,49.25,97
3566-HJGPK,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0,No,No,45.55,45.55
6388-TABGU,Male,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),62,0,No,Yes,56.15,3487.95
7439-DKZTW,Male,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,80.55,80.55
5318-IXUZF,Female,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2,0,No,No,87.15,183.75
8646-JCOMS,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),66,0,Yes,No,90.55,6130.95
4844-JJWUY,Female,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,1,No,No,86,86
7354-OIJLX,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,0,No,No,75.85,724.65
5795-BKOYE,Female,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69,0,Yes,Yes,59.1,4134.7
7134-MJPDY,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),66,1,No,No,102.85,6976.75
1449-XQEMT,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3,0,No,No,19.8,58.15
5028-GZLDO,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),2,0,No,No,70.7,140.7
9392-XBGTD,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27,0,No,Yes,20.6,581.85
5380-AFSSK,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,5,0,No,No,93.9,486.85
5067-DGXLL,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,0,No,No,20.25,36.8
6859-RKMZJ,Male,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),11,0,Yes,No,55.05,608.15
9025-AOMKI,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6,0,No,No,93.55,536.4
4926-UMJZD,Female,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31,0,Yes,No,49.2,1498.55
6374-AFWOX,Male,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,46,0,Yes,No,65.65,3047.15
6169-PGNCD,Female,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),57,0,No,No,74.3,4166.35
6734-CKRSM,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3,0,No,No,20,63.6
8619-IJNDK,Female,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71,0,Yes,Yes,64.05,4492.9
3454-JFUBC,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),68,1,No,No,20,1396
7030-NJVDP,Male,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,24,0,Yes,No,89.25,2210.2
4629-NRXKX,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,Yes,70.4,147.15
2122-YWVYA,Female,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,0,No,No,75.4,1380.4
9921-QFQUL,Female,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,23,0,Yes,No,90.15,2044.95
1271-SJBGZ,Male,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,12,1,No,No,43.65,526.95
9643-AVVWI,Female,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,3,0,Yes,Yes,80,241.3
8464-EETCQ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),57,0,No,No,18.8,1094.35
4182-BGSIQ,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),10,0,Yes,Yes,19.8,196.75
1162-ECVII,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,1,Yes,No,109.75,7932.5
3720-DBRWL,Male,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),51,0,Yes,No,83.85,4307.1
3797-FKOGQ,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,11,0,No,Yes,86.2,893.2
0842-IWYCP,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46,0,No,No,44.95,2168.9
3898-GUYTS,Female,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,45,1,No,No,97.05,4385.05
9921-EZKBY,Male,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33,0,No,Yes,95.3,3275.15
8614-VGMMV,Female,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,15,0,No,No,49.1,679.55
5035-BVCXS,Male,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,11,0,No,No,75.9,866.4
5747-PMBSQ,Male,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,10,1,Yes,No,92.5,934.1
0619-OLYUR,Male,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,0,Yes,No,111.9,8071.05
6257-DTAYD,Male,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,0,Yes,No,104.15,7365.3
0557-ASKVU,Female,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),18,0,Yes,Yes,54.4,957.1
4415-IJZTP,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,74.5,74.5
1541-ETJZO,Male,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,1,0,No,No,62.05,62.05
3470-OBUET,Female,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),67,0,Yes,Yes,74,4868.4
2984-RGEYA,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,0,Yes,Yes,19.75,1375.4
5651-YLPRD,Female,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,32,0,Yes,Yes,86.1,2723.75
2573-GYRUU,Male,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48,1,Yes,No,91.05,4370.75
3617-XLSGQ,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66,0,Yes,Yes,109.25,7082.5
1092-WPIVQ,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18,0,Yes,Yes,25.1,428.45
1131-QQZEB,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,1,Yes,No,23.95,1756.2
6599-SFQVE,Female,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,0,No,No,55,340.4
