total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,loan_repaid
1500,0.55,318,1693,1,17300,52,4,4,No
5900,0.55,4100,7588,1,20900,27,1,2,Yes
5400,0.55,2618,4419,1,47600,33,5,1,Yes
4800,0.55,2424,2710,1,52500,51,1,5,Yes
4000,0.55,1101,2216,1,26900,44,8,4,No
5600,0.55,1610,125,1,22400,45,3,3,Yes
1700,0.55,1425,4067,1,49500,44,5,4,No
3000,0.55,1112,4165,1,27200,63,6,3,Yes
2900,0.55,947,1007,1,28500,27,8,5,Yes
7000,0.55,2332,11157,1,58400,50,8,3,Yes
3400,0.55,864,3881,1,51800,59,1,5,Yes
3800,0.55,2660,1626,1,20000,34,3,2,Yes
5400,0.55,1479,4187,1,60500,26,8,3,Yes
7300,0.55,1495,4716,1,41600,29,1,4,Yes
8900,0.55,829,8498,1,27500,54,1,1,Yes
6400,0.55,2049,5098,1,44300,43,1,4,Yes
4900,0.55,2665,5997,1,41100,23,1,3,Yes
2800,0.55,244,750,1,42200,53,5,2,Yes
5200,0.55,1757,6904,1,31000,19,1,2,Yes
4600,0.55,2189,214,1,17700,48,3,4,Yes
7000,0.55,3947,6639,1,51800,43,8,3,Yes
6600,0.55,1100,3790,1,31700,51,1,2,Yes
5700,0.55,2361,3245,1,21400,30,1,3,Yes
2900,0.55,980,5118,1,41000,47,3,1,Yes
5400,0.55,3924,3376,1,59800,37,1,3,Yes
3300,0.55,1310,310,1,35600,76,8,3,No
3900,0.55,3721,6597,1,51100,50,3,4,Yes
1500,0.55,877,986,1,21300,56,5,3,Yes
2200,0.55,937,901,1,19300,46,4,1,No
5300,0.55,5084,4612,1,33900,19,1,2,Yes
5900,0.55,4161,6838,1,15900,42,5,3,Yes
2300,0.55,1998,3090,1,46200,47,6,1,Yes
3300,0.55,661,2050,1,26300,49,2,3,No
4800,0.55,543,1907,1,40700,48,6,3,Yes
3200,0.55,2751,2737,1,6100,47,7,4,Yes
7500,0.55,1446,2680,0,0,42,1,3,Yes
4900,0.55,3998,2892,1,21700,37,0,3,Yes
6300,0.55,702,51,1,15200,49,4,5,Yes
7600,0.55,2844,7716,0,0,33,5,1,Yes
5600,0.55,1911,3144,1,6000,23,7,1,Yes
3700,0.55,1046,3846,1,42100,28,5,4,No
3700,0.55,2931,4525,1,41500,60,3,3,Yes
3300,0.55,1237,3744,1,13300,45,3,3,No
5400,0.55,934,4572,1,43200,23,8,3,Yes
2400,0.55,3638,6582,1,66400,40,6,5,Yes
1600,0.55,1101,1444,1,15000,39,8,4,No
2700,0.55,1180,3074,1,9300,21,3,1,No
2000,0.55,1376,6743,1,16900,43,3,3,Yes
7000,0.55,935,2300,1,39600,23,1,2,Yes
3400,0.55,1069,1797,1,20400,44,6,2,No
5000,0.55,679,7815,1,50800,35,1,1,Yes
2400,0.55,1181,2444,1,35800,45,7,3,No
7000,0.55,1034,5703,1,45200,42,8,1,Yes
4800,0.55,1806,4670,1,24600,45,1,3,Yes
4700,0.55,1790,7503,1,18300,48,2,3,Yes
5800,0.55,462,5001,1,31500,53,6,3,Yes
2700,0.55,1141,4261,1,37600,47,0,3,Yes
5000,0.55,1314,5980,1,28400,44,7,1,Yes
9600,0.55,1488,2172,1,59700,27,5,4,Yes
2600,0.55,1141,2693,1,2600,53,8,3,No
5400,0.55,3789,3411,1,33200,61,1,1,Yes
4600,0.55,660,2642,1,29500,33,2,1,No
2300,0.55,1278,100,1,28400,29,2,3,No
3900,0.55,1665,5953,1,25900,52,2,2,Yes
4100,0.55,974,3728,1,36500,58,8,5,No
7500,0.55,1375,1953,1,34700,28,0,1,Yes
3200,0.55,1335,300,1,51200,43,2,1,Yes
7100,0.55,2576,2389,1,28900,29,3,3,Yes
4000,0.55,3298,12240,1,44800,60,2,1,Yes
3400,0.55,1260,1565,1,29500,24,2,5,No
2100,0.55,699,5659,1,16100,54,2,1,Yes
4700,0.55,2425,872,1,26800,56,5,3,Yes
4000,0.55,913,1951,1,40200,28,2,5,No
7800,0.55,2883,3477,1,38000,24,8,5,Yes
8500,0.55,1268,2842,0,0,41,2,5,No
3500,0.55,1907,6936,1,40300,48,1,3,Yes
4300,0.55,4617,4816,1,60300,43,8,3,Yes
4800,0.55,2200,6465,1,59800,39,8,1,Yes
5200,0.55,464,2076,0,0,34,6,3,No
4100,0.55,1970,3640,1,23200,54,4,4,Yes
5500,0.55,732,2334,1,26800,19,4,4,No
8100,0.55,1463,5211,1,5400,35,3,1,Yes
2900,0.55,654,6267,1,42900,38,1,3,Yes
2400,0.55,640,2276,1,36700,31,8,3,No
3500,0.55,431,4399,0,0,33,4,3,No
5100,0.55,176,1066,1,28300,45,8,1,Yes
4900,0.55,3379,547,1,48700,38,2,4,Yes
7500,0.55,2628,7470,1,46300,32,2,2,Yes
4100,0.55,639,2820,0,0,52,8,2,No
3900,0.55,1536,1367,0,0,40,1,5,No
1100,0.55,1101,1785,1,15100,50,8,4,No
6100,0.55,1246,8041,1,37000,39,1,5,Yes
3800,0.55,3225,3556,1,33600,48,2,1,Yes
2300,0.55,1677,261,0,0,59,0,1,No
4700,0.55,2109,4196,1,67300,53,1,4,Yes
1900,0.55,1204,1438,1,45600,52,2,4,No
8000,0.55,1181,5793,1,49000,53,1,4,Yes
2100,0.55,2231,4687,1,51300,50,4,3,Yes
4300,0.55,803,2743,1,20700,55,0,3,Yes
5800,0.55,3403,1920,1,34800,51,8,4,Yes
600,0.55,544,2246,1,33700,19,3,3,No
4600,0.55,1381,2412,1,38100,46,3,5,No
11600,0.55,1463,1989,1,25600,42,1,5,Yes
3100,0.55,2909,7220,1,38400,37,5,1,Yes
5400,0.55,1903,1798,0,0,40,2,4,No
2700,0.55,781,1509,1,34600,24,2,4,No
2300,0.55,487,6452,1,3300,39,1,2,Yes
5200,0.55,589,931,1,38200,37,6,5,No
5700,0.55,3242,7216,1,1300,44,4,2,Yes
5600,0.55,5933,1577,1,48000,43,0,2,Yes
7500,0.55,1373,1604,1,31400,39,8,5,No
2900,0.55,2475,4914,0,0,31,2,4,Yes
4300,0.55,255,1242,0,0,44,1,5,No
4100,0.55,2118,4620,1,19500,33,8,5,Yes
8200,0.55,3464,9651,1,45000,30,1,3,Yes
4400,0.55,4484,4285,1,31900,57,2,4,Yes
4100,0.55,1441,2642,1,47700,53,1,3,No
6500,0.55,4975,5183,1,53900,29,1,4,Yes
2900,0.55,2143,4929,1,12500,21,4,4,Yes
6400,0.55,144,6677,1,40700,63,0,1,Yes
4000,0.55,3417,5976,1,47100,29,8,4,Yes
2300,0.55,1323,4258,0,0,34,8,1,Yes
6600,0.55,3221,4133,1,16300,23,1,1,Yes
4700,0.55,4536,2038,1,36900,34,8,1,Yes
1500,0.55,548,2873,1,34800,34,1,2,No
4600,0.55,1360,1210,1,21900,43,8,2,No
5300,0.55,3582,6086,1,31400,54,1,5,Yes
1900,0.55,1626,2509,1,40600,29,1,2,No
2700,0.55,1751,1917,1,51700,61,6,1,Yes
2900,0.55,1199,4325,1,44500,36,1,1,Yes
3100,0.55,778,6457,1,39900,22,4,4,Yes
5600,0.55,1830,1611,1,48500,26,3,4,Yes
2900,0.55,2730,6845,1,24700,53,8,4,Yes
1500,0.55,3766,3668,1,34000,53,4,3,Yes
4500,0.55,190,527,1,34400,45,1,3,Yes
3400,0.55,5505,5835,1,58700,37,8,3,Yes
2800,0.55,2884,8301,1,61400,61,8,1,Yes
3000,0.55,37,4175,0,0,21,1,4,Yes
3800,0.55,1491,2738,1,24500,45,1,1,Yes
5100,0.55,1688,2674,1,27600,47,7,5,No
5100,0.55,3024,7627,1,43500,25,1,4,Yes
2900,0.55,3624,6015,1,38800,21,8,1,Yes
6400,0.55,499,8596,1,41600,36,8,3,Yes
6500,0.55,3499,6450,1,16500,53,2,5,Yes
4800,0.55,3011,5820,1,28100,33,2,5,Yes
9000,0.55,3560,3240,1,39800,41,1,4,Yes
5500,0.55,3570,6456,0,0,39,3,1,Yes
2300,0.55,2309,3734,1,55300,52,4,3,Yes
3700,0.55,2691,10491,1,28300,34,0,2,Yes
5500,0.55,811,2339,1,24600,63,1,5,No
5000,0.55,2964,6968,1,35400,47,0,3,Yes
3800,0.55,989,1654,1,16300,33,1,3,No
4400,0.55,4239,5165,1,15700,36,5,3,Yes
6200,0.55,2123,2326,1,39200,45,4,3,Yes
6000,0.55,1078,2831,0,0,62,5,1,No
5700,0.55,1979,4245,1,46900,33,1,3,Yes
6800,0.55,2063,5239,1,41700,45,3,5,Yes
1500,0.55,2157,5914,1,61900,69,2,3,Yes
3400,0.55,799,1786,1,24400,66,1,2,No
5200,0.55,7304,4271,1,73200,50,8,4,Yes
7300,0.55,3327,7004,1,17300,53,8,1,Yes
2700,0.55,492,2678,1,19100,39,1,2,No
5000,0.55,770,4914,1,50900,20,2,2,Yes
6900,0.55,2475,3337,1,50600,31,1,1,Yes
7400,0.55,933,4610,1,9300,54,6,3,Yes
2900,0.55,2314,5807,1,44700,33,1,5,Yes
4800,0.55,1789,4813,1,12200,43,2,5,Yes
5300,0.55,2324,504,1,16800,33,8,1,Yes
6100,0.55,5193,6024,1,43500,66,8,5,Yes
6700,0.55,2383,6296,1,38400,35,6,1,Yes
3300,0.55,1555,6731,1,24900,27,2,2,Yes
3000,0.55,2644,1023,1,30500,31,6,3,Yes
4200,0.55,4131,2577,1,42100,50,0,1,Yes
3900,0.55,959,536,1,45400,60,0,3,No
2800,0.55,2462,2985,1,40200,33,6,3,Yes
6800,0.55,740,10461,1,40300,60,3,5,Yes
5300,0.55,1360,1040,1,31200,52,7,3,Yes
2700,0.55,1597,3474,1,1500,53,1,4,Yes
7700,0.55,4375,3140,1,22700,42,1,1,Yes
2600,0.55,368,1847,1,14100,57,2,3,Yes
8100,0.55,1484,4024,1,34500,44,4,3,Yes
5600,0.55,3453,7830,1,12600,41,1,4,Yes
6000,0.55,2464,5262,1,45300,40,8,1,Yes
1400,0.55,3,2202,1,13300,31,8,4,No
1200,0.55,5297,6267,1,62300,54,1,4,Yes
3400,0.55,1562,352,1,35000,24,3,4,Yes
4800,0.55,1809,3317,1,35100,57,8,1,No
4000,0.55,3074,2577,1,10900,49,2,4,Yes
2400,0.55,516,1192,1,28700,26,8,5,No
6900,0.55,2066,9163,1,50500,43,1,3,Yes
7100,0.55,3704,3521,1,44200,53,2,1,Yes
4500,0.55,422,2881,1,21100,22,2,1,No
8000,0.55,439,1989,1,13700,49,1,1,Yes
4100,0.55,2628,5676,1,26300,41,8,3,Yes
5400,0.55,2604,3438,1,31900,33,2,1,Yes
3900,0.55,950,2848,1,38900,25,8,3,No
4300,0.55,4629,5231,1,33900,35,8,3,Yes
3700,0.55,6381,4918,1,10900,55,2,5,Yes
9000,0.55,4644,9357,1,41300,61,7,4,Yes
4800,0.55,452,614,1,22900,60,5,3,Yes
2000,0.55,4669,6734,1,36300,46,4,2,Yes
4500,0.55,3921,4570,1,24700,50,0,3,Yes
3900,0.55,4920,5314,1,43400,41,8,5,Yes
6900,0.55,3915,1918,1,27200,53,7,4,Yes
5600,0.55,1969,4416,1,47100,22,7,1,Yes
2500,0.55,556,3671,1,18200,34,4,4,No
4200,0.55,3626,4484,1,43600,50,2,1,Yes
7000,0.55,3136,7388,1,26800,52,0,2,Yes
3300,0.55,1521,4677,1,21400,67,8,5,Yes
1100,0.55,1198,1234,1,22200,29,2,2,No
2400,0.55,696,2148,1,39800,49,6,3,No
3400,0.55,573,1449,1,20800,47,2,1,No
2900,0.55,764,3133,1,28700,46,6,3,Yes
4900,0.55,852,1387,0,0,32,8,2,Yes
3100,0.55,4488,995,1,28700,32,4,3,Yes
3500,0.55,4385,841,0,0,40,4,3,Yes
2000,0.55,376,4445,1,29400,25,3,1,Yes
3100,0.55,686,4801,1,42700,20,2,3,Yes
3500,0.55,1268,2350,0,0,54,1,5,No
8000,0.55,2761,2770,1,28900,27,0,5,Yes
7900,0.55,4661,4427,1,11100,45,8,3,Yes
4700,0.55,3545,3890,1,50600,42,4,3,Yes
2300,0.55,2563,3548,1,52900,50,8,3,Yes
5100,0.55,2168,7358,1,19600,32,1,5,Yes
2900,0.55,749,833,1,14700,37,8,4,No
5900,0.55,3475,3864,1,35600,43,3,4,Yes
4000,0.55,1579,2667,1,25900,23,2,1,No
5500,0.55,1244,1444,0,0,38,8,1,No
5000,0.55,2274,4458,1,52100,44,8,1,Yes
6200,0.55,1683,6839,1,54800,24,0,2,Yes
2900,0.55,1587,984,1,29300,43,3,2,No
5100,0.55,682,3447,1,49600,63,1,3,Yes
9000,0.55,1094,2788,1,23700,50,8,4,Yes
1400,0.55,1023,873,1,23600,50,7,3,No
5400,0.55,1090,5058,1,47600,50,8,4,Yes
3900,0.55,885,3797,1,27900,51,8,3,Yes
5800,0.55,1680,3072,0,0,23,4,4,No
4300,0.55,2117,5339,1,17200,48,2,1,Yes
8100,0.55,434,3725,1,48200,31,3,4,Yes
8400,0.55,364,10276,1,23300,27,1,4,Yes
3400,0.55,1434,2314,1,26400,44,2,4,No
4100,0.55,2022,879,1,27300,50,6,4,Yes
4400,0.55,1187,793,1,19200,64,5,2,No
6500,0.55,3133,6796,1,60000,48,6,2,Yes
8600,0.55,1738,4571,1,51800,58,3,4,Yes
3600,0.55,415,1361,1,39700,35,7,1,Yes
3900,0.55,747,5155,1,57500,41,1,1,Yes
5900,0.55,1733,4833,1,31900,65,0,3,Yes
5400,0.55,2295,7365,1,27900,40,5,3,Yes
4800,0.55,2051,5464,1,54500,45,7,4,Yes
5300,0.55,1791,6688,1,18000,35,8,1,Yes
4200,0.55,1018,2088,1,7800,26,5,1,No
7800,0.55,1773,3311,1,42100,56,2,4,Yes
3400,0.55,3523,6070,1,41300,41,3,5,Yes
4700,0.55,3168,9533,1,25000,49,1,4,Yes
2200,0.55,1193,1261,1,28100,20,2,5,No
2000,0.55,2106,4480,1,47700,34,4,4,Yes
1200,0.55,1319,2892,1,16400,46,5,3,No
6200,0.55,1785,1681,1,29400,40,1,4,Yes
3100,0.55,3982,4393,1,46700,57,6,3,Yes
5400,0.55,1622,4029,1,37500,42,8,1,Yes
3900,0.55,1249,3396,1,31800,62,8,1,Yes
2400,0.55,4459,2732,1,45300,42,2,4,Yes
3800,0.55,3992,5882,1,25700,52,8,1,Yes
2700,0.55,898,3559,0,0,47,5,1,No
2900,0.55,1787,4533,1,19700,37,8,1,Yes
4800,0.55,379,380,1,4800,34,8,5,No
5100,0.55,504,1165,1,53600,28,4,3,Yes
4400,0.55,846,2057,1,32800,28,7,5,No
2900,0.55,3427,4719,1,20800,48,6,3,Yes
4200,0.55,3635,7393,1,51100,21,4,1,Yes
2000,0.55,575,2946,1,27200,46,2,2,No
2200,0.55,393,2162,1,27200,64,3,1,No
4100,0.55,5921,2871,1,29900,36,5,4,Yes
5200,0.55,1732,2846,1,46200,43,1,4,Yes
4100,0.55,1128,2076,1,59700,37,8,4,Yes
10200,0.55,4432,4678,1,59600,44,5,1,Yes
7400,0.55,3610,4932,1,27500,46,3,4,Yes
6000,0.55,1082,4298,1,7400,45,0,3,Yes
5300,0.55,3438,3475,0,0,38,1,4,Yes
4100,0.55,5743,6552,1,47500,37,4,4,Yes
3700,0.55,935,4453,1,50400,50,5,4,Yes
5800,0.55,352,2922,1,46100,54,4,3,Yes
3400,0.55,1854,8040,1,41700,27,2,3,Yes
5200,0.55,760,1799,1,43900,23,8,1,Yes
4500,0.55,2719,2133,1,44400,39,5,5,Yes
6600,0.55,832,4303,1,35400,34,2,4,Yes
6100,0.55,2629,2094,1,55600,69,3,4,Yes
2700,0.55,3856,3343,1,50400,34,2,2,Yes
2800,0.55,3301,1896,1,47100,33,3,1,Yes
5700,0.55,4488,1059,1,36300,32,1,4,Yes
5800,0.55,2129,5525,1,52300,28,4,1,Yes
2100,0.54,752,1661,1,2100,33,6,4,Yes
3300,0.54,325,2477,1,22600,37,4,2,Yes
5000,0.54,1256,4885,1,43600,40,7,5,Yes
4800,0.54,4207,2804,1,42600,61,4,1,Yes
3800,0.54,1340,845,1,11900,48,5,4,No
6800,0.54,389,3675,1,30700,28,7,3,Yes
3000,0.54,469,2259,1,32900,30,2,5,No
4800,0.54,1314,2338,1,23700,34,3,3,No
2100,0.54,766,3761,1,23100,26,4,2,No
6000,0.54,1716,3667,1,38500,38,1,1,Yes
5600,0.54,602,4835,1,6200,18,3,1,Yes
2400,0.54,618,2044,1,39300,42,5,3,No
4100,0.54,1087,1793,1,23200,45,3,2,No
3000,0.54,934,2732,1,27200,35,1,1,No
3900,0.54,7293,9522,1,39400,58,7,1,Yes
1500,0.54,900,3612,1,16600,51,4,2,No
2900,0.54,663,2615,1,24800,18,1,3,No
4400,0.54,829,1264,1,34300,53,1,3,Yes
600,0.54,981,2858,0,0,52,8,3,No
4400,0.54,4230,835,1,4400,57,1,1,Yes
3600,0.54,4618,1959,1,11800,29,4,4,Yes
5900,0.54,1826,5293,1,33500,37,1,4,Yes
4100,0.54,504,3396,1,41400,28,2,3,Yes
8000,0.54,1735,3224,1,60600,64,2,3,Yes
2500,0.54,1619,3979,1,33800,37,1,4,No
3200,0.54,4379,3500,1,49800,36,8,4,Yes
5100,0.54,1392,1458,1,7400,24,3,3,No
3700,0.54,2421,7995,1,49200,48,2,1,Yes
5200,0.54,5358,4939,1,29200,56,1,2,Yes
4700,0.54,3508,5610,1,38300,52,4,4,Yes
3100,0.54,1137,4951,1,29000,48,5,3,Yes
8100,0.54,6981,2150,1,53500,31,1,3,Yes
5300,0.54,5840,5849,1,43800,68,0,1,Yes
7200,0.54,254,8187,1,29000,41,3,4,Yes
3600,0.54,933,1172,1,29400,45,3,2,No
2400,0.54,6382,2698,1,55700,28,8,2,Yes
2200,0.54,1729,2531,1,14100,58,5,4,No
3200,0.54,702,1676,1,15900,39,5,4,No
4600,0.54,1307,1386,0,0,18,7,2,No
4500,0.54,3117,2368,1,18900,50,4,4,Yes
4800,0.54,3809,5003,1,55400,57,4,1,Yes
3100,0.54,1823,2230,0,0,41,8,2,No
5000,0.54,3966,2195,1,18900,41,8,3,Yes
6000,0.54,6094,3954,1,33400,49,2,5,Yes
4500,0.54,1417,1225,1,24700,38,6,3,Yes
3400,0.54,2097,5234,1,76600,21,3,1,Yes
6200,0.54,452,3936,1,43000,46,8,5,Yes
3100,0.54,2498,5022,1,32900,34,8,4,Yes
3700,0.54,2812,8524,1,23300,65,3,1,Yes
4900,0.54,2426,7519,1,44200,55,2,5,Yes
6000,0.54,460,1762,1,37500,29,3,1,No
4300,0.54,3090,3692,1,45200,56,2,2,Yes
6100,0.54,1421,6284,1,37500,37,0,3,Yes
4900,0.54,228,1795,1,36100,56,2,5,No
8400,0.54,858,840,1,14200,69,1,1,Yes
4300,0.54,720,1652,0,0,28,5,5,No
3000,0.54,2191,1879,1,35100,33,3,5,Yes
7200,0.54,3979,6092,1,65400,25,2,5,Yes
6800,0.54,2709,5507,1,29900,37,4,4,Yes
4000,0.54,1552,1227,1,15000,54,8,3,No
5600,0.54,5234,4308,1,43400,40,4,4,Yes
3900,0.54,2682,3879,1,21100,35,1,1,Yes
2700,0.54,399,2478,1,19000,26,1,5,No
5100,0.54,1309,3140,1,31500,30,2,3,No
4900,0.54,4660,1771,1,26000,45,1,4,Yes
3200,0.54,201,2400,1,19400,46,8,5,No
2800,0.54,1760,3670,1,15200,48,7,5,No
5700,0.54,634,2689,1,40900,57,1,5,Yes
5700,0.54,4033,7636,1,40300,31,6,5,Yes
4000,0.54,2321,592,1,29300,43,8,2,No
3400,0.54,678,4292,1,37900,21,4,4,Yes
5600,0.54,264,3123,1,32300,23,4,2,No
6400,0.54,1500,4807,1,31900,40,1,1,Yes
9200,0.54,3368,7348,1,57400,29,8,3,Yes
2800,0.54,1470,2360,1,26700,43,1,2,No
5100,0.54,1748,2146,1,10300,31,4,3,Yes
7100,0.54,1634,281,1,21300,24,1,4,Yes
5900,0.54,2280,6520,1,57000,36,3,4,Yes
4600,0.54,533,4517,1,26400,78,8,3,Yes
5500,0.54,1535,2154,1,18600,25,2,3,No
2300,0.54,1302,2387,1,38600,25,8,1,No
6000,0.54,1778,4298,1,49800,35,1,4,Yes
5500,0.54,5538,3496,1,53800,18,4,1,Yes
4900,0.54,3460,4050,1,43600,40,5,5,Yes
6700,0.54,1596,1565,0,0,53,4,3,No
7300,0.54,2492,2912,1,19600,35,6,1,Yes
4100,0.54,972,1795,1,67100,29,4,4,Yes
6000,0.54,1718,4833,1,19400,47,2,3,Yes
2800,0.54,3774,7980,1,52800,26,1,5,Yes
4200,0.54,5819,5674,1,22700,43,8,3,Yes
8600,0.54,2846,3885,1,44100,40,2,3,Yes
3800,0.54,465,4615,1,13400,25,8,4,Yes
6800,0.54,3577,1007,1,11400,22,2,2,Yes
5100,0.54,437,627,1,31300,29,3,2,No
4500,0.54,2841,1442,1,40100,59,0,1,Yes
8200,0.54,4514,7347,1,19600,30,6,1,Yes
5300,0.54,1486,4595,1,39800,20,8,5,Yes
3500,0.54,3507,6893,1,44600,52,4,1,Yes
7700,0.54,3744,5610,1,42600,27,1,1,Yes
4500,0.54,987,1639,1,32800,26,6,5,No
800,0.54,437,2492,1,24500,40,3,1,No
8600,0.54,1955,2176,1,43300,52,1,3,Yes
4600,0.54,1598,639,1,43100,59,3,1,No
2900,0.54,5218,7277,1,48000,53,8,2,Yes
6900,0.54,1291,7142,1,47000,71,3,1,Yes
7300,0.54,67,6951,1,46200,37,1,1,Yes
5400,0.54,3006,4295,1,8000,27,6,5,Yes
8600,0.54,2409,1621,1,26600,39,1,4,Yes
3600,0.54,3047,5325,1,39500,51,7,3,Yes
2600,0.54,6636,1087,1,35300,56,3,3,Yes
6500,0.54,2215,3529,1,45300,31,3,3,Yes
7100,0.54,5284,4623,1,42400,45,3,1,Yes
4200,0.54,3707,4022,1,35500,34,4,1,Yes
7000,0.54,708,1119,1,45000,33,1,4,Yes
3500,0.54,1055,4361,1,15900,72,3,4,Yes
2700,0.54,988,1938,1,24800,28,6,4,No
4500,0.54,296,4018,1,29000,27,3,1,Yes
6400,0.54,1614,508,1,50300,53,8,1,Yes
3000,0.54,913,2362,1,14400,51,0,4,Yes
6900,0.54,3631,1186,1,31000,45,6,5,Yes
6400,0.54,3353,191,1,58300,52,2,3,Yes
4400,0.54,2710,1581,1,22700,53,2,5,Yes
3600,0.54,1357,2072,0,0,52,3,2,No
6500,0.54,1660,9839,1,31500,50,1,4,Yes
2300,0.54,1922,5216,1,32400,31,8,5,Yes
6900,0.54,3565,3022,1,26700,50,1,1,Yes
6500,0.54,4374,1167,1,24800,67,0,2,Yes
3300,0.54,4700,5613,1,31500,26,1,4,Yes
4000,0.54,1199,5369,1,56700,32,1,1,Yes
5400,0.54,1025,5617,1,39100,63,6,5,Yes
3200,0.54,1223,1271,1,45100,43,1,1,No
7900,0.54,872,3417,1,44500,51,2,1,Yes
3100,0.54,1090,2563,0,0,28,2,5,No
4500,0.54,3848,8607,1,22900,39,1,3,Yes
5300,0.54,3580,4068,1,34600,31,8,4,Yes
2300,0.54,1032,3589,1,56200,40,2,3,Yes
5100,0.54,3860,4883,1,34300,46,1,5,Yes
6800,0.54,905,1973,1,39700,30,8,4,No
5000,0.54,2499,3366,1,20400,44,8,4,Yes
2500,0.54,1039,1105,1,33700,28,3,3,No
4200,0.54,2600,5486,1,27100,52,4,1,Yes
3800,0.54,4230,2338,1,42900,39,5,4,Yes
6100,0.54,2754,1512,1,54800,35,4,1,Yes
5500,0.54,4568,18,1,50500,44,7,5,Yes
2700,0.54,1254,4939,1,52700,29,3,5,Yes
6900,0.54,562,10796,1,62200,53,0,2,Yes
5400,0.54,505,8405,1,38500,22,8,3,Yes
4300,0.54,3180,1822,1,40200,28,2,3,Yes
1800,0.54,927,3063,1,19500,32,8,5,No
4900,0.54,2563,1408,1,31400,30,3,1,Yes
4900,0.54,667,3226,1,42400,41,2,4,Yes
6300,0.54,2272,820,1,39700,44,3,2,Yes
3000,0.54,3026,2947,1,63700,45,2,3,Yes
5600,0.54,3759,4052,1,42200,47,1,5,Yes
1600,0.54,1828,4841,1,31200,38,3,3,Yes
5200,0.54,1167,3307,1,27100,55,2,3,Yes
6400,0.54,1609,6906,1,32900,46,5,4,Yes
3000,0.54,801,2224,1,15000,41,8,4,No
3100,0.54,899,2585,1,12300,48,8,1,No
6000,0.54,609,2729,1,45100,34,1,3,Yes
5600,0.54,4585,4675,1,3200,59,1,3,Yes
4400,0.54,4466,9290,1,48800,39,1,4,Yes
7200,0.54,2052,7634,1,27000,29,8,5,Yes
5600,0.54,5707,3334,1,65400,20,5,4,Yes
9200,0.54,3916,9408,1,23200,48,2,1,Yes
4400,0.54,4656,7990,1,37900,37,8,5,Yes
6200,0.54,497,1989,1,35100,44,4,4,Yes
5400,0.54,3078,4276,1,38600,58,2,3,Yes
4500,0.54,4531,3574,1,7600,44,8,4,Yes
3700,0.54,3390,2333,1,15900,23,5,5,Yes
3400,0.54,1259,1489,1,22300,33,2,5,No
4000,0.54,179,341,1,23200,24,1,4,No
4200,0.54,1800,2360,1,31100,43,2,1,Yes
5500,0.54,954,4347,1,28500,69,5,3,Yes
4300,0.54,2914,2985,1,34400,50,1,3,Yes
4300,0.54,3989,2839,1,47600,50,7,3,Yes
4500,0.54,1105,1239,1,51600,51,4,4,Yes
5200,0.54,3880,5409,1,50100,38,1,3,Yes
7100,0.54,1757,6657,0,0,55,1,1,Yes
2200,0.54,1039,4272,1,33100,40,4,2,No
5300,0.54,2381,6477,1,20400,30,3,5,Yes
3300,0.54,1893,4727,1,31100,28,2,4,Yes
5200,0.54,4004,4216,1,59500,47,3,1,Yes
4500,0.54,1155,2832,1,31300,35,2,5,Yes
5400,0.54,1137,1088,1,16800,28,8,2,No
5200,0.54,4227,8657,1,23100,29,3,1,Yes
5400,0.54,4174,5025,1,47700,18,3,4,Yes
4400,0.54,2194,6510,1,20800,40,1,1,Yes
4000,0.54,730,5315,1,21200,61,5,4,Yes
7800,0.54,1762,2315,1,11100,25,1,2,Yes
7200,0.54,531,4607,1,43400,26,2,2,Yes
4700,0.54,3795,4831,1,20800,31,1,3,Yes
1500,0.54,2124,6319,1,54400,44,4,1,Yes
6200,0.54,2248,371,1,35600,35,4,4,Yes
4100,0.54,1495,493,1,52000,31,1,3,Yes
3100,0.54,1112,3556,1,34200,57,8,1,Yes
6700,0.54,4542,5598,1,44700,45,6,3,Yes
5300,0.54,2137,4877,0,0,38,2,5,Yes
6600,0.54,83,5128,1,27600,51,8,3,Yes
4700,0.54,1757,2280,1,24700,42,1,5,No
4600,0.54,1215,567,0,0,45,8,5,No
3000,0.54,162,3081,1,28600,24,2,2,No
6500,0.54,4786,4778,1,52900,40,1,2,Yes
4800,0.54,2873,6136,1,25400,67,2,3,Yes
2500,0.54,1032,6184,1,46600,20,2,3,Yes
5300,0.54,270,1406,0,0,54,2,5,No
6700,0.54,238,391,1,50400,43,0,4,Yes
3900,0.54,1589,2525,1,27600,48,2,5,No
2600,0.54,1235,1152,1,24900,52,2,5,Yes
6200,0.54,1885,1494,1,28800,31,2,1,Yes
5500,0.54,57,4139,1,26600,53,6,4,Yes
5100,0.54,524,4445,1,31400,22,2,1,Yes
3500,0.54,3128,5909,1,26100,34,1,4,Yes
5100,0.54,1259,1109,1,36600,43,2,3,No
4900,0.54,67,2885,1,57900,52,3,1,Yes
3300,0.54,1078,2740,1,23100,70,1,2,No
5200,0.54,2405,2649,1,56700,41,4,3,Yes
3600,0.54,2354,4347,1,43800,29,8,1,Yes
6000,0.54,2928,4369,1,47200,58,6,4,Yes
6500,0.54,3179,4416,1,58900,48,1,4,Yes
2300,0.54,851,2655,0,0,29,8,4,No
7500,0.54,1888,3626,1,58800,42,8,2,Yes
